date,home_team,away_team,team,scorer,minute,own_goal,penalty
2025-09-07,Germany,Northern Ireland,Germany,Nadiem Amiri,69,FALSE,FALSE
2025-09-07,Germany,Northern Ireland,Germany,Florian Wirtz,72,FALSE,FALSE
2025-09-07,Lithuania,Netherlands,Netherlands,Memphis Depay,11,FALSE,FALSE
2025-09-07,Lithuania,Netherlands,Netherlands,Quinten Timber,33,FALSE,FALSE
2025-09-07,Lithuania,Netherlands,Lithuania,Gvidas Gineitis,36,FALSE,FALSE
2025-09-07,Lithuania,Netherlands,Lithuania,Edvinas Girdvainis,43,FALSE,FALSE
2025-09-07,Lithuania,Netherlands,Netherlands,Memphis Depay,63,FALSE,FALSE
2025-09-07,Luxembourg,Slovakia,Slovakia,Tomáš Rigo,90,FALSE,FALSE
2025-09-07,North Macedonia,Liechtenstein,North Macedonia,Benjamin Büchel,15,TRUE,FALSE
2025-09-07,North Macedonia,Liechtenstein,North Macedonia,Enis Bardhi,52,FALSE,FALSE
2025-09-07,North Macedonia,Liechtenstein,North Macedonia,Darko Churlinov,56,FALSE,FALSE
2025-09-07,North Macedonia,Liechtenstein,North Macedonia,Lirim Qamili,82,FALSE,FALSE
2025-09-07,North Macedonia,Liechtenstein,North Macedonia,Luka Stankovski,90,FALSE,FALSE
2025-09-07,Poland,Finland,Poland,Matty Cash,27,FALSE,FALSE
2025-09-07,Poland,Finland,Poland,Robert Lewandowski,45,FALSE,FALSE
2025-09-07,Poland,Finland,Poland,Jakub Kamiński,54,FALSE,FALSE
2025-09-07,Poland,Finland,Finland,Benjamin Källman,88,FALSE,FALSE
2025-09-07,Turkey,Spain,Spain,Pedri,6,FALSE,FALSE
2025-09-07,Turkey,Spain,Spain,Mikel Merino,22,FALSE,FALSE
2025-09-07,Turkey,Spain,Spain,Mikel Merino,45,FALSE,FALSE
2025-09-07,Turkey,Spain,Spain,Ferran Torres,53,FALSE,FALSE
2025-09-07,Turkey,Spain,Spain,Mikel Merino,57,FALSE,FALSE
2025-09-07,Turkey,Spain,Spain,Pedri,62,FALSE,FALSE
2025-09-08,Belarus,Scotland,Scotland,Che Adams,43,FALSE,FALSE
2025-09-08,Belarus,Scotland,Scotland,Zakhar Volkov,65,TRUE,FALSE
2025-09-08,Croatia,Montenegro,Croatia,Kristijan Jakić,35,FALSE,FALSE
2025-09-08,Croatia,Montenegro,Croatia,Andrej Kramarić,51,FALSE,FALSE
2025-09-08,Croatia,Montenegro,Croatia,Edvin Kuč,85,TRUE,FALSE
2025-09-08,Croatia,Montenegro,Croatia,Ivan Perišić,90,FALSE,FALSE
2025-09-08,El Salvador,Suriname,Suriname,Radinio Balker,12,FALSE,FALSE
2025-09-08,El Salvador,Suriname,El Salvador,Anfernee Dijksteel,73,TRUE,FALSE
2025-09-08,El Salvador,Suriname,Suriname,Dhoraso Klas,81,FALSE,FALSE
2025-09-08,Equatorial Guinea,Tunisia,Tunisia,Mohamed Ali Ben Romdhane,90,FALSE,FALSE
2025-09-08,Ghana,Mali,Ghana,Alexander Djiku,49,FALSE,FALSE
2025-09-08,Gibraltar,Faroe Islands,Faroe Islands,Martin Agnarsson,68,FALSE,FALSE
2025-09-08,Greece,Denmark,Denmark,Mikkel Damsgaard,32,FALSE,FALSE
2025-09-08,Greece,Denmark,Denmark,Andreas Christensen,62,FALSE,FALSE
2025-09-08,Greece,Denmark,Denmark,Rasmus Højlund,81,FALSE,FALSE
2025-09-08,Guinea-Bissau,Djibouti,Guinea-Bissau,Iano Imbeni,54,FALSE,FALSE
2025-09-08,Guinea-Bissau,Djibouti,Guinea-Bissau,Fali Candé,82,FALSE,FALSE
2025-09-08,Israel,Italy,Israel,Manuel Locatelli,16,TRUE,FALSE
2025-09-08,Israel,Italy,Italy,Moise Kean,40,FALSE,FALSE
2025-09-08,Israel,Italy,Israel,Dor Peretz,52,FALSE,FALSE
2025-09-08,Israel,Italy,Italy,Moise Kean,54,FALSE,FALSE
2025-09-08,Israel,Italy,Italy,Matteo Politano,59,FALSE,FALSE
2025-09-08,Israel,Italy,Italy,Giacomo Raspadori,81,FALSE,FALSE
2025-09-08,Israel,Italy,Israel,Alessandro Bastoni,87,TRUE,FALSE
2025-09-08,Israel,Italy,Israel,Dor Peretz,89,FALSE,FALSE
2025-09-08,Israel,Italy,Italy,Sandro Tonali,90,FALSE,FALSE
2025-09-08,Kosovo,Sweden,Kosovo,Elvis Rexhbeçaj,26,FALSE,FALSE
2025-09-08,Kosovo,Sweden,Kosovo,Vedat Muriqi,42,FALSE,FALSE
2025-09-08,Libya,Eswatini,Libya,Muad Eisay,8,FALSE,FALSE
2025-09-08,Libya,Eswatini,Libya,Ezoo El Maremi,19,FALSE,FALSE
2025-09-08,Madagascar,Chad,Chad,Yves Allarabaye,25,FALSE,FALSE
2025-09-08,Madagascar,Chad,Madagascar,Warren Caddy,52,FALSE,FALSE
2025-09-08,Madagascar,Chad,Madagascar,Rayan Raveloson,69,FALSE,FALSE
2025-09-08,Madagascar,Chad,Madagascar,Hakim Abdallah,90,FALSE,FALSE
2025-09-08,Malawi,Liberia,Liberia,Ayouba Kosiah,3,FALSE,FALSE
2025-09-08,Malawi,Liberia,Liberia,Ayouba Kosiah,61,FALSE,FALSE
2025-09-08,Malawi,Liberia,Malawi,Gabadinho Mhango,72,FALSE,FALSE
2025-09-08,Malawi,Liberia,Malawi,Chawanangwa Kawonga,80,FALSE,FALSE
2025-09-08,Mozambique,Botswana,Mozambique,Witi,6,FALSE,FALSE
2025-09-08,Mozambique,Botswana,Mozambique,Faisal Bangal,71,FALSE,FALSE
2025-09-08,Panama,Guatemala,Guatemala,Óscar Santis,35,FALSE,FALSE
2025-09-08,Panama,Guatemala,Panama,Carlos Harvey,37,FALSE,FALSE
2025-09-08,Switzerland,Slovenia,Switzerland,Nico Elvedi,18,FALSE,FALSE
2025-09-08,Switzerland,Slovenia,Switzerland,Breel Embolo,33,FALSE,FALSE
2025-09-08,Switzerland,Slovenia,Switzerland,Dan Ndoye,38,FALSE,FALSE
2025-09-08,Uganda,Somalia,Uganda,Allan Okello,6,FALSE,TRUE
2025-09-08,Uganda,Somalia,Uganda,Jude Ssemugabi,39,FALSE,FALSE
2025-09-08,Zambia,Morocco,Morocco,Youssef En-Nesyri,7,FALSE,FALSE
2025-09-08,Zambia,Morocco,Morocco,Hamza Igamane,47,FALSE,FALSE
2025-09-09,Albania,Latvia,Albania,Kristjan Asllani,25,FALSE,TRUE
2025-09-09,Angola,Mauritius,Angola,M'Bala Nzola,17,FALSE,FALSE
2025-09-09,Angola,Mauritius,Mauritius,William François,21,FALSE,FALSE
2025-09-09,Angola,Mauritius,Angola,Fredy,57,FALSE,FALSE
2025-09-09,Angola,Mauritius,Angola,Zini,63,FALSE,FALSE
2025-09-09,Armenia,Republic of Ireland,Armenia,Eduard Spertsyan,45,FALSE,TRUE
2025-09-09,Armenia,Republic of Ireland,Armenia,Grant-Leon Ranos,51,FALSE,FALSE
2025-09-09,Armenia,Republic of Ireland,Republic of Ireland,Evan Ferguson,57,FALSE,FALSE
2025-09-09,Azerbaijan,Ukraine,Ukraine,Heorhiy Sudakov,51,FALSE,FALSE
2025-09-09,Azerbaijan,Ukraine,Azerbaijan,Emin Mahmudov,72,FALSE,TRUE
2025-09-09,Benin,Lesotho,Benin,Steve Mounié,6,FALSE,FALSE
2025-09-09,Benin,Lesotho,Benin,Andréas Hountondji,23,FALSE,FALSE
2025-09-09,Benin,Lesotho,Benin,Hassane Imourane,33,FALSE,FALSE
2025-09-09,Benin,Lesotho,Benin,Junior Olaitan,67,FALSE,FALSE
2025-09-09,Bolivia,Brazil,Bolivia,Miguel Terceros,45,FALSE,TRUE
2025-09-09,Bosnia and Herzegovina,Austria,Austria,Marcel Sabitzer,49,FALSE,FALSE
2025-09-09,Bosnia and Herzegovina,Austria,Bosnia and Herzegovina,Edin Džeko,50,FALSE,FALSE
2025-09-09,Bosnia and Herzegovina,Austria,Austria,Konrad Laimer,65,FALSE,FALSE
2025-09-09,Cape Verde,Cameroon,Cape Verde,Dailon Livramento,54,FALSE,FALSE
2025-09-09,Costa Rica,Haiti,Costa Rica,Kenneth Vargas,1,FALSE,FALSE
2025-09-09,Costa Rica,Haiti,Costa Rica,Alonso Martínez,35,FALSE,FALSE
2025-09-09,Costa Rica,Haiti,Haiti,Duckens Nazon,55,FALSE,FALSE
2025-09-09,Costa Rica,Haiti,Haiti,Duckens Nazon,58,FALSE,FALSE
2025-09-09,Costa Rica,Haiti,Haiti,Duckens Nazon,86,FALSE,FALSE
2025-09-09,Costa Rica,Haiti,Costa Rica,Juan Pablo Vargas,90,FALSE,FALSE
2025-09-09,Curaçao,Bermuda,Curaçao,Tahith Chong,14,FALSE,FALSE
2025-09-09,Curaçao,Bermuda,Curaçao,Tahith Chong,26,FALSE,FALSE
2025-09-09,Curaçao,Bermuda,Bermuda,Kane Crichlow,35,FALSE,FALSE
2025-09-09,Curaçao,Bermuda,Bermuda,Djair Parfitt,42,FALSE,FALSE
2025-09-09,Curaçao,Bermuda,Curaçao,Tyrese Noslin,75,FALSE,FALSE
2025-09-09,Cyprus,Romania,Romania,Denis Drăguș,2,FALSE,FALSE
2025-09-09,Cyprus,Romania,Romania,Denis Drăguș,18,FALSE,FALSE
2025-09-09,Cyprus,Romania,Cyprus,Loizos Loizou,29,FALSE,FALSE
2025-09-09,Cyprus,Romania,Cyprus,Charalampos Charalampous,76,FALSE,FALSE
2025-09-09,DR Congo,Senegal,DR Congo,Cédric Bakambu,26,FALSE,FALSE
2025-09-09,DR Congo,Senegal,DR Congo,Yoane Wissa,33,FALSE,FALSE
2025-09-09,DR Congo,Senegal,Senegal,Pape Gueye,39,FALSE,FALSE
2025-09-09,DR Congo,Senegal,Senegal,Nicolas Jackson,53,FALSE,FALSE
2025-09-09,DR Congo,Senegal,Senegal,Pape Matar Sarr,87,FALSE,FALSE
2025-09-09,Ecuador,Argentina,Ecuador,Enner Valencia,45,FALSE,TRUE
2025-09-09,France,Iceland,Iceland,Andri Guðjohnsen,21,FALSE,FALSE
2025-09-09,France,Iceland,France,Kylian Mbappé,45,FALSE,TRUE
2025-09-09,France,Iceland,France,Bradley Barcola,62,FALSE,FALSE
2025-09-09,Gambia,Burundi,Gambia,Alieu Fadera,34,FALSE,TRUE
2025-09-09,Gambia,Burundi,Gambia,Ebou Adams,76,FALSE,FALSE
2025-09-09,Honduras,Nicaragua,Honduras,Romell Quioto,47,FALSE,FALSE
2025-09-09,Honduras,Nicaragua,Honduras,Alexy Vega,90,FALSE,FALSE
2025-09-09,Hungary,Portugal,Hungary,Barnabás Varga,21,FALSE,FALSE
2025-09-09,Hungary,Portugal,Portugal,Bernardo Silva,36,FALSE,FALSE
2025-09-09,Hungary,Portugal,Portugal,Cristiano Ronaldo,58,FALSE,TRUE
2025-09-09,Hungary,Portugal,Hungary,Barnabás Varga,84,FALSE,FALSE
2025-09-09,Hungary,Portugal,Portugal,João Cancelo,86,FALSE,FALSE
2025-09-09,Jamaica,Trinidad and Tobago,Jamaica,Bailey Cadamarteri,36,FALSE,FALSE
2025-09-09,Jamaica,Trinidad and Tobago,Jamaica,Jon Russell,57,FALSE,FALSE
2025-09-09,Kenya,Seychelles,Kenya,Ryan Ogam,7,FALSE,FALSE
2025-09-09,Kenya,Seychelles,Kenya,Collins Sichenje,35,FALSE,FALSE
2025-09-09,Kenya,Seychelles,Kenya,Ryan Ogam,38,FALSE,FALSE
2025-09-09,Kenya,Seychelles,Kenya,Michael Olunga,45,FALSE,TRUE
2025-09-09,Kenya,Seychelles,Kenya,Michael Olunga,67,FALSE,FALSE
2025-09-09,Namibia,São Tomé and Príncipe,Namibia,Peter Shalulile,41,FALSE,FALSE
2025-09-09,Namibia,São Tomé and Príncipe,Namibia,Peter Shalulile,66,FALSE,FALSE
2025-09-09,Namibia,São Tomé and Príncipe,Namibia,Peter Shalulile,71,FALSE,FALSE
2025-09-09,Norway,Moldova,Norway,Felix Horn Myhre,6,FALSE,FALSE
2025-09-09,Norway,Moldova,Norway,Erling Haaland,11,FALSE,FALSE
2025-09-09,Norway,Moldova,Norway,Erling Haaland,36,FALSE,FALSE
2025-09-09,Norway,Moldova,Norway,Erling Haaland,43,FALSE,FALSE
2025-09-09,Norway,Moldova,Norway,Martin Ødegaard,45,FALSE,FALSE
2025-09-09,Norway,Moldova,Norway,Erling Haaland,52,FALSE,FALSE
2025-09-09,Norway,Moldova,Norway,Thelo Aasgaard,67,FALSE,FALSE
2025-09-09,Norway,Moldova,Moldova,Leo Østigård,74,TRUE,FALSE
2025-09-09,Norway,Moldova,Norway,Thelo Aasgaard,76,FALSE,FALSE
2025-09-09,Norway,Moldova,Norway,Thelo Aasgaard,78,FALSE,TRUE
2025-09-09,Norway,Moldova,Norway,Erling Haaland,83,FALSE,FALSE
2025-09-09,Norway,Moldova,Norway,Thelo Aasgaard,90,FALSE,FALSE
2025-09-09,Peru,Paraguay,Paraguay,Matías Galarza,78,FALSE,FALSE
2025-09-09,Serbia,England,England,Harry Kane,33,FALSE,FALSE
2025-09-09,Serbia,England,England,Noni Madueke,35,FALSE,FALSE
2025-09-09,Serbia,England,England,Ezri Konsa,52,FALSE,FALSE
2025-09-09,Serbia,England,England,Marc Guéhi,75,FALSE,FALSE
2025-09-09,Serbia,England,England,Marcus Rashford,90,FALSE,TRUE
2025-09-09,Sierra Leone,Ethiopia,Sierra Leone,Momoh Kamara,37,FALSE,FALSE
2025-09-09,Sierra Leone,Ethiopia,Sierra Leone,Alhassan Koroma,90,FALSE,FALSE
2025-09-09,South Africa,Nigeria,South Africa,William Troost-Ekong,25,TRUE,FALSE
2025-09-09,South Africa,Nigeria,Nigeria,Calvin Bassey,44,FALSE,FALSE
2025-09-09,Tanzania,Niger,Niger,Daniel Sosah,58,FALSE,FALSE
2025-09-09,Togo,Sudan,Togo,Sadik Fofana,6,FALSE,FALSE
2025-09-09,Venezuela,Colombia,Venezuela,Telasco Segovia,3,FALSE,FALSE
2025-09-09,Venezuela,Colombia,Colombia,Yerry Mina,10,FALSE,FALSE
2025-09-09,Venezuela,Colombia,Venezuela,Josef Martínez,12,FALSE,FALSE
2025-09-09,Venezuela,Colombia,Colombia,Luis Suárez,42,FALSE,FALSE
2025-09-09,Venezuela,Colombia,Colombia,Luis Suárez,50,FALSE,FALSE
2025-09-09,Venezuela,Colombia,Colombia,Luis Suárez,59,FALSE,FALSE
2025-09-09,Venezuela,Colombia,Colombia,Luis Suárez,67,FALSE,FALSE
2025-09-09,Venezuela,Colombia,Venezuela,Salomón Rondón,76,FALSE,FALSE
2025-09-09,Venezuela,Colombia,Colombia,Jhon Córdoba,78,FALSE,FALSE
2025-09-09,Zimbabwe,Rwanda,Rwanda,Gilbert Mugisha,40,FALSE,FALSE
2025-10-08,Central African Republic,Ghana,Ghana,Mohammed Salisu,20,FALSE,FALSE
2025-10-08,Central African Republic,Ghana,Ghana,Thomas Partey,52,FALSE,FALSE
2025-10-08,Central African Republic,Ghana,Ghana,Alexander Djiku,69,FALSE,FALSE
2025-10-08,Central African Republic,Ghana,Ghana,Jordan Ayew,71,FALSE,FALSE
2025-10-08,Central African Republic,Ghana,Ghana,Kamaldeen Sulemana,87,FALSE,FALSE
2025-10-08,Chad,Mali,Mali,Kamory Doumbia,19,FALSE,FALSE
2025-10-08,Chad,Mali,Mali,Kamory Doumbia,74,FALSE,FALSE
2025-10-08,Comoros,Madagascar,Madagascar,Clément Couturier,11,FALSE,FALSE
2025-10-08,Comoros,Madagascar,Madagascar,El Hadari Raheriniaina,73,FALSE,FALSE
2025-10-08,Comoros,Madagascar,Comoros,Rafiki Saïd,81,FALSE,FALSE
2025-10-08,Djibouti,Egypt,Egypt,Ibrahim Adel,8,FALSE,FALSE
2025-10-08,Djibouti,Egypt,Egypt,Mohamed Salah,14,FALSE,FALSE
2025-10-08,Djibouti,Egypt,Egypt,Mohamed Salah,84,FALSE,FALSE
2025-10-08,Eswatini,Angola,Eswatini,Justice Figuareido,48,FALSE,FALSE
2025-10-08,Eswatini,Angola,Eswatini,Justice Figuareido,54,FALSE,FALSE
2025-10-08,Eswatini,Angola,Angola,Jonathan Buatu,69,FALSE,FALSE
2025-10-08,Eswatini,Angola,Angola,Ary Papel,80,FALSE,FALSE
2025-10-08,Ethiopia,Guinea-Bissau,Ethiopia,Ramkel James,27,FALSE,FALSE
2025-10-08,Libya,Cape Verde,Libya,Roberto Lopes,1,TRUE,FALSE
2025-10-08,Libya,Cape Verde,Cape Verde,Telmo Arcanjo,29,FALSE,FALSE
2025-10-08,Libya,Cape Verde,Libya,Ezoo El Maremi,42,FALSE,FALSE
2025-10-08,Libya,Cape Verde,Libya,Mahmoud Al-Shalui,58,FALSE,FALSE
2025-10-08,Libya,Cape Verde,Cape Verde,Sidny Lopes Cabral,76,FALSE,FALSE
2025-10-08,Libya,Cape Verde,Cape Verde,Willy Semedo,82,FALSE,FALSE
2025-10-08,Mauritius,Cameroon,Cameroon,Moumi Ngamaleu,57,FALSE,FALSE
2025-10-08,Mauritius,Cameroon,Cameroon,Bryan Mbeumo,90,FALSE,FALSE
2025-10-08,Niger,Congo,Niger,Daniel Sosah,45,FALSE,FALSE
2025-10-08,Niger,Congo,Niger,Youssouf Oumarou,49,FALSE,FALSE
2025-10-08,Niger,Congo,Niger,Victorien Adebayor,67,FALSE,FALSE
2025-10-08,Niger,Congo,Congo,Déo Bassinga,90,FALSE,FALSE
2025-10-08,Saudi Arabia,Indonesia,Indonesia,Kevin Diks,11,FALSE,TRUE
2025-10-08,Saudi Arabia,Indonesia,Saudi Arabia,Saleh Abu Al-Shamat,17,FALSE,FALSE
2025-10-08,Saudi Arabia,Indonesia,Saudi Arabia,Firas Al-Buraikan,36,FALSE,TRUE
2025-10-08,Saudi Arabia,Indonesia,Saudi Arabia,Firas Al-Buraikan,62,FALSE,FALSE
2025-10-08,Saudi Arabia,Indonesia,Indonesia,Kevin Diks,88,FALSE,TRUE
2025-10-08,Sierra Leone,Burkina Faso,Burkina Faso,Mohamed Zougrana,42,FALSE,FALSE
2025-10-08,Tanzania,Zambia,Zambia,Fashion Sakala,75,FALSE,FALSE
2025-10-09,Algeria,Somalia,Algeria,Mohamed Amoura,7,FALSE,FALSE
2025-10-09,Algeria,Somalia,Algeria,Riyad Mahrez,19,FALSE,FALSE
2025-10-09,Algeria,Somalia,Algeria,Mohamed Amoura,57,FALSE,FALSE
2025-10-09,Austria,San Marino,Austria,Romano Schmid,7,FALSE,FALSE
2025-10-09,Austria,San Marino,Austria,Marko Arnautović,8,FALSE,FALSE
2025-10-09,Austria,San Marino,Austria,Michael Gregoritsch,24,FALSE,FALSE
2025-10-09,Austria,San Marino,Austria,Stefan Posch,30,FALSE,FALSE
2025-10-09,Austria,San Marino,Austria,Stefan Posch,42,FALSE,FALSE
2025-10-09,Austria,San Marino,Austria,Konrad Laimer,45,FALSE,FALSE
2025-10-09,Austria,San Marino,Austria,Marko Arnautović,47,FALSE,FALSE
2025-10-09,Austria,San Marino,Austria,Nikolaus Wurmbrand,76,FALSE,FALSE
2025-10-09,Austria,San Marino,Austria,Marko Arnautović,83,FALSE,FALSE
2025-10-09,Austria,San Marino,Austria,Marko Arnautović,84,FALSE,FALSE
2025-10-09,Belarus,Denmark,Denmark,Victor Froholdt,14,FALSE,FALSE
2025-10-09,Belarus,Denmark,Denmark,Rasmus Højlund,19,FALSE,FALSE
2025-10-09,Belarus,Denmark,Denmark,Rasmus Højlund,45,FALSE,FALSE
2025-10-09,Belarus,Denmark,Denmark,Patrick Dorgu,45,FALSE,FALSE
2025-10-09,Belarus,Denmark,Denmark,Anders Dreyer,66,FALSE,FALSE
2025-10-09,Belarus,Denmark,Denmark,Anders Dreyer,78,FALSE,FALSE
2025-10-09,Botswana,Uganda,Uganda,Jude Ssemugabi,54,FALSE,FALSE
2025-10-09,Burundi,Kenya,Kenya,Ryan Ogam,72,FALSE,FALSE
2025-10-09,Cyprus,Bosnia and Herzegovina,Bosnia and Herzegovina,Nikola Katić,10,FALSE,FALSE
2025-10-09,Cyprus,Bosnia and Herzegovina,Bosnia and Herzegovina,Neofytos Michail,36,TRUE,FALSE
2025-10-09,Cyprus,Bosnia and Herzegovina,Cyprus,Konstantinos Laifis,45,FALSE,FALSE
2025-10-09,Cyprus,Bosnia and Herzegovina,Cyprus,Ioannis Pittas,90,FALSE,TRUE
2025-10-09,Faroe Islands,Montenegro,Faroe Islands,Hanus Sørensen,16,FALSE,FALSE
2025-10-09,Faroe Islands,Montenegro,Faroe Islands,Milan Roganović,36,TRUE,FALSE
2025-10-09,Faroe Islands,Montenegro,Faroe Islands,Hanus Sørensen,55,FALSE,FALSE
2025-10-09,Faroe Islands,Montenegro,Faroe Islands,Árni Frederiksberg,72,FALSE,TRUE
2025-10-09,Finland,Lithuania,Lithuania,Pijus Širvys,25,FALSE,FALSE
2025-10-09,Finland,Lithuania,Finland,Benjamin Källman,48,FALSE,FALSE
2025-10-09,Finland,Lithuania,Finland,Adam Markhiyev,55,FALSE,FALSE
2025-10-09,Liberia,Namibia,Liberia,Ayouba Kosiah,3,FALSE,TRUE
2025-10-09,Liberia,Namibia,Liberia,Sulahman Mamadu Bah,9,FALSE,FALSE
2025-10-09,Liberia,Namibia,Liberia,Edward Ledlum,81,FALSE,FALSE
2025-10-09,Liberia,Namibia,Namibia,David Ndeunyema,87,FALSE,FALSE
2025-10-09,Malta,Netherlands,Netherlands,Cody Gakpo,12,FALSE,TRUE
2025-10-09,Malta,Netherlands,Netherlands,Cody Gakpo,49,FALSE,TRUE
2025-10-09,Malta,Netherlands,Netherlands,Tijjani Reijnders,57,FALSE,FALSE
2025-10-09,Malta,Netherlands,Netherlands,Memphis Depay,90,FALSE,FALSE
2025-10-09,Mozambique,Guinea,Guinea,Abdoul Karim Traoré,2,FALSE,FALSE
2025-10-09,Mozambique,Guinea,Mozambique,Reinildo Mandava,19,FALSE,FALSE
2025-10-09,Mozambique,Guinea,Guinea,Abdoul Karim Traoré,59,FALSE,FALSE
2025-10-09,Nicaragua,Haiti,Haiti,Duckens Nazon,12,FALSE,FALSE
2025-10-09,Nicaragua,Haiti,Haiti,Danley Jean Jacques,35,FALSE,FALSE
2025-10-09,Nicaragua,Haiti,Haiti,Don Deedson Louicius,90,FALSE,FALSE
2025-10-09,Scotland,Greece,Greece,Kostas Tsimikas,62,FALSE,FALSE
2025-10-09,Scotland,Greece,Scotland,Ryan Christie,64,FALSE,FALSE
2025-10-09,Scotland,Greece,Scotland,Lewis Ferguson,80,FALSE,FALSE
2025-10-09,Scotland,Greece,Scotland,Lyndon Dykes,90,FALSE,FALSE
2025-10-10,Bermuda,Trinidad and Tobago,Trinidad and Tobago,Dante Sealy,10,FALSE,FALSE
2025-10-10,Bermuda,Trinidad and Tobago,Trinidad and Tobago,Tyrese Spicer,30,FALSE,FALSE
2025-10-10,Bermuda,Trinidad and Tobago,Trinidad and Tobago,Kobi Henry,49,FALSE,FALSE
2025-10-10,Curaçao,Jamaica,Curaçao,Livano Comenencia,14,FALSE,FALSE
2025-10-10,Curaçao,Jamaica,Curaçao,Kenji Gorré,68,FALSE,FALSE
2025-10-10,El Salvador,Panama,Panama,José Fajardo,55,FALSE,FALSE
2025-10-10,France,Azerbaijan,France,Kylian Mbappé,45,FALSE,FALSE
2025-10-10,France,Azerbaijan,France,Adrien Rabiot,69,FALSE,FALSE
2025-10-10,France,Azerbaijan,France,Florian Thauvin,84,FALSE,FALSE
2025-10-10,Gambia,Gabon,Gabon,Pierre-Emerick Aubameyang,20,FALSE,FALSE
2025-10-10,Gambia,Gabon,Gambia,Yankuba Minteh,23,FALSE,FALSE
2025-10-10,Gambia,Gabon,Gabon,Pierre-Emerick Aubameyang,42,FALSE,FALSE
2025-10-10,Gambia,Gabon,Gambia,Adama Sidibeh,45,FALSE,FALSE
2025-10-10,Gambia,Gabon,Gambia,Adama Sidibeh,47,FALSE,FALSE
2025-10-10,Gambia,Gabon,Gabon,Pierre-Emerick Aubameyang,62,FALSE,FALSE
2025-10-10,Gambia,Gabon,Gabon,Pierre-Emerick Aubameyang,76,FALSE,FALSE
2025-10-10,Germany,Luxembourg,Germany,David Raum,12,FALSE,FALSE
2025-10-10,Germany,Luxembourg,Germany,Joshua Kimmich,21,FALSE,TRUE
2025-10-10,Germany,Luxembourg,Germany,Serge Gnabry,48,FALSE,FALSE
2025-10-10,Germany,Luxembourg,Germany,Joshua Kimmich,50,FALSE,FALSE
2025-10-10,Iceland,Ukraine,Ukraine,Ruslan Malinovskyi,14,FALSE,FALSE
2025-10-10,Iceland,Ukraine,Iceland,Mikael Egill Ellertsson,34,FALSE,FALSE
2025-10-10,Iceland,Ukraine,Ukraine,Ruslan Malinovskyi,45,FALSE,FALSE
2025-10-10,Iceland,Ukraine,Ukraine,Oleksiy Hutsulyak,45,FALSE,FALSE
2025-10-10,Iceland,Ukraine,Iceland,Albert Guðmundsson,59,FALSE,FALSE
2025-10-10,Iceland,Ukraine,Iceland,Albert Guðmundsson,75,FALSE,FALSE
2025-10-10,Iceland,Ukraine,Ukraine,Ivan Kalyuzhnyi,85,FALSE,FALSE
2025-10-10,Iceland,Ukraine,Ukraine,Oleh Ocheretko,88,FALSE,FALSE
2025-10-10,Kazakhstan,Liechtenstein,Kazakhstan,Galymzhan Kenzhebek,26,FALSE,FALSE
2025-10-10,Kazakhstan,Liechtenstein,Kazakhstan,Baktiyor Zainutdinov,28,FALSE,FALSE
2025-10-10,Kazakhstan,Liechtenstein,Kazakhstan,Galymzhan Kenzhebek,59,FALSE,FALSE
2025-10-10,Kazakhstan,Liechtenstein,Kazakhstan,Alibek Kasym,81,FALSE,FALSE
2025-10-10,Lesotho,Nigeria,Nigeria,William Troost-Ekong,55,FALSE,TRUE
2025-10-10,Lesotho,Nigeria,Nigeria,Akor Adams,80,FALSE,FALSE
2025-10-10,Lesotho,Nigeria,Lesotho,Hlompho Kalake,83,FALSE,FALSE
2025-10-10,Northern Ireland,Slovakia,Northern Ireland,Patrik Hrošovský,18,TRUE,FALSE
2025-10-10,Northern Ireland,Slovakia,Northern Ireland,Trai Hume,81,FALSE,FALSE
2025-10-10,Rwanda,Benin,Benin,Tosin Aiyegun,80,FALSE,FALSE
2025-10-10,Seychelles,Ivory Coast,Ivory Coast,Ibrahim Sangaré,7,FALSE,TRUE
2025-10-10,Seychelles,Ivory Coast,Ivory Coast,Emmanuel Agbadou,17,FALSE,FALSE
2025-10-10,Seychelles,Ivory Coast,Ivory Coast,Oumar Diakité,32,FALSE,FALSE
2025-10-10,Seychelles,Ivory Coast,Ivory Coast,Evann Guessand,39,FALSE,FALSE
2025-10-10,Seychelles,Ivory Coast,Ivory Coast,Yan Diomande,55,FALSE,FALSE
2025-10-10,Seychelles,Ivory Coast,Ivory Coast,Simon Adingra,67,FALSE,FALSE
2025-10-10,Seychelles,Ivory Coast,Ivory Coast,Franck Kessié,90,FALSE,FALSE
2025-10-10,South Sudan,Senegal,Senegal,Ismaïla Sarr,29,FALSE,FALSE
2025-10-10,South Sudan,Senegal,Senegal,Sadio Mané,46,FALSE,FALSE
2025-10-10,South Sudan,Senegal,Senegal,Ismaïla Sarr,54,FALSE,FALSE
2025-10-10,South Sudan,Senegal,Senegal,Nicolas Jackson,60,FALSE,TRUE
2025-10-10,South Sudan,Senegal,Senegal,Cherif Ndiaye,75,FALSE,FALSE
2025-10-10,Suriname,Guatemala,Guatemala,Darwin Lom,75,FALSE,FALSE
2025-10-10,Suriname,Guatemala,Suriname,Virgil Misidjan,90,FALSE,FALSE
2025-10-10,Sweden,Switzerland,Switzerland,Granit Xhaka,65,FALSE,TRUE
2025-10-10,Sweden,Switzerland,Switzerland,Johan Manzambi,90,FALSE,FALSE
